customer_id,age,gender,city_tier,tenure_months,subscription_type,contract_type,avg_monthly_spend_usd,website_visits_last_30d,app_sessions_last_30d,support_tickets_last_90d,late_payments_last_12m,discount_usage_rate,email_open_rate,nps_score,products_owned,returns_last_12m,days_since_last_purchase,marketing_channel,estimated_clv_usd,clv_segment,churned,engagement_score,spend_per_tenure,support_intensity,payment_reliability,clv_spend_ratio,recency_bucket,age_group,tenure_category,nps_category,risk_score,high_risk,digital_preference,discount_dependency
CUST100298,45,Female,Tier 2,43,Premium,Monthly,116.28,15,17,2,4,0.127,0.634,39,1,2,87,Organic Search,2181.12,Medium,1,32,2.704186046511628,0.046511627906976744,0.33333333333333337,1.5631234950120396,Distant,36-45,Established (2-4y),Passive,2,0,0.53125,0.046482
CUST100299,43,Female,Tier 1,28,Standard,Monthly,115.98,9,23,0,1,0.348,0.555,4,6,1,21,Organic Search,2174.05,Medium,1,32,4.142142857142857,0.0,0.8333333333333334,1.562086854055297,Recent,36-45,Established (2-4y),Detractor,0,0,0.71875,0.15485999999999997
CUST100300,27,Male,Tier 1,9,Standard,Annual,20.0,15,16,2,0,0.307,0.197,52,4,0,12,Email,198.45,Low,1,31,2.2222222222222223,0.2222222222222222,1.0,0.8268749999999999,Very Recent,26-35,Early (6-12m),Promoter,1,0,0.5161290322580645,0.246521
CUST100301,30,Male,Tier 1,20,Standard,Quarterly,167.18,14,19,1,1,0.233,0.512,74,7,1,59,Paid Ads,3621.12,High,0,33,8.359,0.05,0.8333333333333334,1.8050005981576742,Moderate,26-35,Developing (1-2y),Promoter,0,0,0.5757575757575758,0.113704
CUST100302,44,Female,Tier 1,56,Standard,Annual,20.0,8,19,1,1,0.389,0.308,74,4,1,18,Organic Search,725.2,Low,0,27,0.35714285714285715,0.017857142857142856,0.8333333333333334,3.021666666666667,Recent,36-45,Loyal (4y+),Promoter,0,0,0.7037037037037037,0.269188
CUST100304,36,Male,Tier 1,51,Premium,Quarterly,174.74,16,29,1,0,0.24,0.408,53,1,1,42,Referral,4943.39,High,0,45,3.4262745098039216,0.0196078431372549,1.0,2.3574978062645453,Moderate,36-45,Loyal (4y+),Promoter,0,0,0.6444444444444445,0.14208
CUST100305,37,Male,Tier 1,12,Basic,Monthly,214.41,11,18,0,4,0.548,0.647,21,5,0,75,Referral,3323.35,High,0,29,17.8675,0.0,0.33333333333333337,1.2916647233493461,Distant,36-45,Early (6-12m),Passive,2,0,0.6206896551724138,0.193444
CUST100306,50,Male,Tier 2,55,Standard,Annual,98.66,10,19,1,1,0.497,0.341,6,3,0,20,Paid Ads,3337.01,High,0,29,1.7938181818181818,0.01818181818181818,0.8333333333333334,2.818611054801,Recent,46-55,Loyal (4y+),Detractor,0,0,0.6551724137931034,0.327523
CUST100307,29,Female,Tier 3,11,Premium,Annual,50.52,11,14,1,0,0.451,0.599,30,6,0,16,Referral,796.03,Low,0,25,4.592727272727273,0.09090909090909091,1.0,1.313060833993138,Recent,26-35,Early (6-12m),Passive,0,0,0.56,0.180851
CUST100308,42,Male,Tier 2,26,Premium,Annual,173.07,16,12,3,0,0.726,0.506,95,4,0,40,Paid Ads,3731.39,High,0,28,6.656538461538461,0.11538461538461539,1.0,1.7966670518672596,Moderate,36-45,Established (2-4y),Promoter,1,0,0.42857142857142855,0.35864399999999996
CUST100309,34,Female,Tier 1,42,Standard,Monthly,153.93,12,13,1,1,0.247,0.595,17,4,1,5,Social Media,4525.54,High,0,25,3.665,0.023809523809523808,0.8333333333333334,2.4499989172567616,Very Recent,26-35,Established (2-4y),Detractor,0,0,0.52,0.100035
CUST100310,34,Male,Tier 1,27,Standard,Monthly,93.0,15,17,0,2,0.479,0.502,44,1,0,57,Organic Search,1715.85,Medium,0,32,3.4444444444444446,0.0,0.6666666666666667,1.5374999999999999,Moderate,26-35,Established (2-4y),Passive,1,0,0.53125,0.23854199999999998
CUST100311,48,Male,Tier 3,11,Basic,Annual,87.29,9,17,3,0,0.59,0.754,43,3,2,54,Social Media,1172.89,Low,0,26,7.935454545454546,0.2727272727272727,1.0,1.1197254362851798,Moderate,46-55,Early (6-12m),Passive,1,0,0.6538461538461539,0.14514
CUST100312,45,Male,Tier 1,38,Premium,Quarterly,82.72,15,15,0,0,0.425,0.806,22,4,1,54,Paid Ads,2269.84,Medium,0,30,2.176842105263158,0.0,1.0,2.286669890393295,Moderate,36-45,Established (2-4y),Passive,0,0,0.5,0.08244999999999998
CUST100313,45,Male,Tier 1,43,Basic,Annual,99.49,8,19,3,1,0.613,0.519,74,2,0,40,Email,1987.56,Medium,1,27,2.313720930232558,0.06976744186046512,0.8333333333333334,1.6647904311991155,Moderate,36-45,Established (2-4y),Promoter,1,0,0.7037037037037037,0.294853
CUST100314,50,Female,Tier 2,19,Standard,Monthly,129.22,11,13,2,0,0.254,0.613,76,3,1,124,Paid Ads,1661.45,Medium,1,24,6.801052631578948,0.10526315789473684,1.0,1.0714608161791261,Very Distant,46-55,Developing (1-2y),Promoter,1,0,0.5416666666666666,0.09829800000000001
CUST100316,44,Other,Tier 2,6,Basic,Monthly,95.22,16,18,1,0,0.428,0.586,10,4,2,70,Email,1119.79,Low,0,34,15.87,0.16666666666666666,1.0,0.9800024504655885,Distant,36-45,New (<6m),Detractor,1,0,0.5294117647058824,0.17719200000000002
CUST100318,40,Female,Tier 1,42,Premium,Monthly,48.29,12,18,1,1,0.355,0.387,34,3,1,41,Paid Ads,1342.46,Medium,0,30,1.1497619047619048,0.023809523809523808,0.8333333333333334,2.316663215296473,Moderate,36-45,Established (2-4y),Passive,0,0,0.6,0.21761499999999998
CUST100319,35,Female,Tier 3,65,Basic,Monthly,98.08,9,14,0,1,0.217,0.833,13,8,1,26,Referral,4857.25,High,0,23,1.5089230769230768,0.0,0.8333333333333334,4.126945690592713,Recent,26-35,Loyal (4y+),Detractor,0,0,0.6086956521739131,0.03623900000000001
CUST100320,37,Female,Tier 1,72,Standard,Annual,39.58,14,20,5,2,0.535,0.548,13,6,0,50,Organic Search,1451.6,Medium,1,34,0.5497222222222222,0.06944444444444445,0.6666666666666667,3.0562573690416035,Moderate,36-45,Loyal (4y+),Detractor,2,0,0.5882352941176471,0.24181999999999998
CUST100321,43,Male,Tier 2,59,Basic,Monthly,119.88,12,14,3,0,0.192,0.598,37,3,0,26,Social Media,4276.92,High,0,26,2.0318644067796607,0.05084745762711865,1.0,2.9730563897230566,Recent,36-45,Loyal (4y+),Passive,1,0,0.5384615384615384,0.077184
CUST100322,27,Male,Tier 2,52,Basic,Annual,27.73,15,29,3,0,0.66,0.506,19,4,2,72,Social Media,951.14,Low,0,44,0.5332692307692308,0.057692307692307696,1.0,2.858336338502224,Distant,26-35,Loyal (4y+),Detractor,2,0,0.6590909090909091,0.32604
CUST100323,59,Female,Tier 2,47,Standard,Monthly,155.05,9,17,1,3,0.598,0.673,5,5,0,46,Paid Ads,5207.1,High,0,26,3.2989361702127664,0.02127659574468085,0.5,2.7986133505320865,Moderate,55+,Established (2-4y),Detractor,1,0,0.6538461538461539,0.19554599999999997
CUST100324,25,Male,Tier 1,7,Standard,Annual,55.84,7,22,4,1,0.116,0.509,35,3,0,3,Email,646.81,Low,0,29,7.977142857142858,0.5714285714285714,0.8333333333333334,0.9652728032473733,Very Recent,18-25,Early (6-12m),Passive,1,0,0.7586206896551724,0.056956
CUST100325,23,Male,Tier 1,11,Basic,Quarterly,35.23,15,13,0,0,0.208,0.663,1,3,0,25,Paid Ads,473.37,Low,0,28,3.2027272727272726,0.0,1.0,1.1197133125177405,Recent,18-25,Early (6-12m),Detractor,0,0,0.4642857142857143,0.07009599999999999
CUST100326,49,Male,Tier 2,61,Basic,Annual,98.64,15,20,1,1,0.248,0.381,19,3,1,102,Email,3610.55,High,0,35,1.6170491803278688,0.01639344262295082,0.8333333333333334,3.0502754122735873,Very Distant,46-55,Loyal (4y+),Detractor,1,0,0.5714285714285714,0.153512
CUST100327,45,Male,Tier 3,68,Basic,Annual,192.0,13,24,2,1,0.455,0.782,42,4,0,106,Referral,8090.88,High,0,37,2.823529411764706,0.029411764705882353,0.8333333333333334,3.5116666666666667,Very Distant,36-45,Loyal (4y+),Passive,1,0,0.6486486486486487,0.09918999999999999
CUST100328,43,Male,Tier 3,25,Basic,Monthly,147.0,13,17,0,1,0.606,0.605,28,2,2,65,Referral,2070.13,Medium,1,30,5.88,0.0,0.8333333333333334,1.1735430839002268,Distant,36-45,Established (2-4y),Passive,1,0,0.5666666666666667,0.23937
CUST100329,43,Male,Tier 1,12,Premium,Monthly,28.5,14,20,2,5,0.367,0.709,25,5,1,41,Organic Search,331.31,Low,1,34,2.375,0.16666666666666666,0.16666666666666663,0.9687426900584796,Moderate,36-45,Early (6-12m),Passive,1,0,0.5882352941176471,0.10679700000000002
CUST100331,26,Male,Tier 3,12,Basic,Quarterly,97.2,10,22,2,3,0.301,0.505,71,1,4,43,Social Media,1195.56,Low,0,32,8.1,0.16666666666666666,0.5,1.025,Moderate,26-35,Early (6-12m),Promoter,1,0,0.6875,0.148995
CUST100332,37,Male,Tier 2,43,Standard,Annual,215.73,18,18,6,0,0.363,0.777,34,5,0,91,Social Media,6799.09,High,0,36,5.016976744186047,0.13953488372093023,1.0,2.6263886957462264,Very Distant,36-45,Established (2-4y),Passive,2,0,0.5,0.080949
CUST100333,29,Male,Tier 3,51,Premium,Monthly,72.75,7,11,3,2,0.304,0.577,4,5,1,50,Paid Ads,2593.54,Medium,0,18,1.4264705882352942,0.058823529411764705,0.6666666666666667,2.970836197021764,Moderate,26-35,Loyal (4y+),Detractor,2,0,0.6111111111111112,0.128592
CUST100334,47,Male,Tier 1,37,Basic,Quarterly,73.11,15,22,3,0,0.603,0.594,55,5,0,38,Paid Ads,2077.54,Medium,0,37,1.9759459459459459,0.08108108108108109,1.0,2.368052705968176,Moderate,46-55,Established (2-4y),Promoter,1,0,0.5945945945945946,0.244818
CUST100335,34,Male,Tier 2,46,Premium,Monthly,183.73,9,18,2,1,0.296,0.622,100,6,1,71,Referral,4791.68,High,1,27,3.9941304347826083,0.043478260869565216,0.8333333333333334,2.1733340590359047,Distant,26-35,Established (2-4y),Promoter,1,0,0.6666666666666666,0.111888
CUST100336,27,Female,Tier 2,53,Premium,Annual,123.77,19,12,2,0,0.599,0.667,70,6,0,22,Social Media,4774.63,High,0,31,2.3352830188679246,0.03773584905660377,1.0,3.214719506611726,Recent,26-35,Loyal (4y+),Promoter,0,0,0.3870967741935484,0.19946699999999998
CUST100338,41,Female,Tier 2,54,Basic,Monthly,82.28,8,19,1,1,0.204,0.48,26,3,3,17,Paid Ads,2744.86,Medium,0,27,1.5237037037037038,0.018518518518518517,0.8333333333333334,2.779999189758548,Recent,36-45,Loyal (4y+),Passive,0,0,0.7037037037037037,0.10608
CUST100339,30,Female,Tier 1,57,Premium,Monthly,110.43,10,22,4,1,0.399,0.366,11,2,1,61,Email,3616.58,High,0,32,1.9373684210526316,0.07017543859649122,0.8333333333333334,2.729164780102025,Distant,26-35,Loyal (4y+),Detractor,2,0,0.6875,0.252966
CUST100340,27,Male,Tier 2,4,Standard,Monthly,174.2,11,24,4,2,0.276,0.757,6,2,0,44,Email,1255.11,Medium,1,35,43.55,1.0,0.6666666666666667,0.6004161882893226,Moderate,26-35,New (<6m),Detractor,2,0,0.6857142857142857,0.067068
CUST100341,39,Other,Tier 1,49,Basic,Quarterly,108.48,12,18,5,1,0.495,0.323,64,2,0,180,Organic Search,2380.32,Medium,1,30,2.213877551020408,0.10204081632653061,0.8333333333333334,1.8285398230088497,Very Distant,36-45,Loyal (4y+),Promoter,2,0,0.6,0.335115
CUST100342,39,Female,Tier 2,7,Basic,Monthly,165.54,13,19,0,2,0.567,0.25,63,8,3,62,Paid Ads,1851.98,Medium,1,32,23.648571428571426,0.0,0.6666666666666667,0.9322922959204221,Distant,36-45,Early (6-12m),Promoter,3,1,0.59375,0.42524999999999996
CUST100344,31,Male,Tier 1,54,Standard,Monthly,68.22,19,14,0,1,0.459,0.899,51,3,2,42,Email,2275.82,Medium,0,33,1.2633333333333334,0.0,0.8333333333333334,2.7800009772305287,Moderate,26-35,Loyal (4y+),Promoter,0,0,0.42424242424242425,0.04635899999999999
CUST100346,20,Male,Tier 1,23,Premium,Monthly,159.16,9,16,1,0,0.361,0.399,37,5,1,31,Social Media,3371.54,High,0,25,6.92,0.043478260869565216,1.0,1.7652781268325375,Moderate,18-25,Developing (1-2y),Passive,0,0,0.64,0.216961
CUST100347,21,Male,Tier 2,28,Basic,Quarterly,145.12,12,18,1,3,0.17,0.369,7,5,1,7,Email,3449.02,High,0,30,5.182857142857143,0.03571428571428571,0.5,1.9805563212054391,Very Recent,18-25,Established (2-4y),Detractor,1,0,0.6,0.10727
CUST100348,28,Male,Tier 3,57,Standard,Monthly,113.19,9,22,0,0,0.704,0.594,70,4,0,17,Paid Ads,4159.73,High,0,31,1.9857894736842105,0.0,1.0,3.0624981594369345,Recent,26-35,Loyal (4y+),Promoter,0,0,0.7096774193548387,0.285824
CUST100349,34,Female,Tier 1,26,Standard,Quarterly,29.87,13,22,1,1,0.278,0.572,11,4,0,34,Email,483.0,Low,1,35,1.1488461538461539,0.038461538461538464,0.8333333333333334,1.3475058587211248,Moderate,26-35,Established (2-4y),Detractor,0,0,0.6285714285714286,0.11898400000000002
CUST100350,39,Female,Tier 1,25,Standard,Quarterly,34.18,18,16,3,0,0.476,0.414,21,1,0,13,Social Media,602.59,Low,0,34,1.3672,0.12,1.0,1.4691583772186465,Very Recent,36-45,Established (2-4y),Passive,1,0,0.47058823529411764,0.278936
CUST100351,52,Male,Tier 2,54,Basic,Monthly,43.75,8,21,1,1,0.103,0.184,23,7,3,46,Email,1346.62,Medium,1,29,0.8101851851851852,0.018518518518518517,0.8333333333333334,2.564990476190476,Moderate,46-55,Loyal (4y+),Passive,1,0,0.7241379310344828,0.084048
CUST100352,45,Male,Tier 1,29,Premium,Monthly,92.03,14,9,1,0,0.368,0.787,-54,1,0,83,Paid Ads,1773.42,Medium,0,23,3.173448275862069,0.034482758620689655,1.0,1.6058350537868085,Distant,36-45,Established (2-4y),Detractor,2,0,0.391304347826087,0.07838399999999998
CUST100353,34,Female,Tier 2,36,Premium,Quarterly,98.03,15,15,1,0,0.105,0.738,56,7,1,26,Social Media,3017.36,High,0,30,2.723055555555556,0.027777777777777776,1.0,2.5649971097283144,Recent,26-35,Established (2-4y),Promoter,0,0,0.5,0.02751
CUST100354,36,Male,Tier 3,14,Standard,Annual,48.61,12,20,3,2,0.66,0.711,5,4,1,35,Social Media,571.65,Low,1,32,3.472142857142857,0.21428571428571427,0.6666666666666667,0.9799938284303642,Moderate,36-45,Developing (1-2y),Detractor,2,0,0.625,0.19074000000000002
CUST100355,25,Female,Tier 2,35,Standard,Monthly,161.01,16,21,4,1,0.283,0.351,51,3,2,42,Social Media,3953.87,High,0,37,4.600285714285714,0.11428571428571428,0.8333333333333334,2.0463894582117055,Moderate,18-25,Established (2-4y),Promoter,1,0,0.5675675675675675,0.183667
CUST100356,36,Male,Tier 1,30,Basic,Monthly,58.13,14,15,2,3,0.457,0.312,19,3,0,38,Social Media,969.61,Low,1,29,1.9376666666666666,0.06666666666666667,0.5,1.3900022937095016,Moderate,36-45,Established (2-4y),Detractor,1,0,0.5172413793103449,0.314416
CUST100357,33,Female,Tier 2,17,Standard,Monthly,53.32,12,11,4,1,0.429,0.679,19,5,2,47,Paid Ads,964.2,Low,0,23,3.1364705882352943,0.23529411764705882,0.8333333333333334,1.506939234808702,Moderate,26-35,Developing (1-2y),Detractor,1,0,0.4782608695652174,0.13770899999999997
CUST100358,40,Male,Tier 2,67,Standard,Quarterly,118.97,10,23,2,3,0.142,0.41,1,1,0,9,Social Media,3109.58,High,1,33,1.7756716417910448,0.029850746268656716,0.5,2.178126138242134,Very Recent,36-45,Loyal (4y+),Detractor,1,0,0.696969696969697,0.08378000000000001
CUST100359,27,Female,Tier 1,30,Standard,Monthly,158.83,15,15,1,3,0.258,0.372,71,3,2,88,Referral,2649.28,Medium,1,30,5.294333333333333,0.03333333333333333,0.5,1.3899976914520766,Distant,26-35,Established (2-4y),Promoter,2,0,0.5,0.162024
CUST100360,42,Female,Tier 2,45,Premium,Monthly,207.47,8,24,2,0,0.294,0.388,77,4,2,40,Organic Search,6404.6,High,0,32,4.610444444444444,0.044444444444444446,1.0,2.5725004418309476,Moderate,36-45,Established (2-4y),Promoter,0,0,0.75,0.17992799999999998
CUST100361,53,Female,Tier 2,51,Standard,Quarterly,141.21,15,14,1,1,0.067,0.672,60,3,3,25,Email,4514.48,High,0,29,2.768823529411765,0.0196078431372549,0.8333333333333334,2.6641644831574722,Recent,46-55,Loyal (4y+),Promoter,0,0,0.4827586206896552,0.021976
CUST100362,35,Female,Tier 2,47,Basic,Quarterly,186.09,12,14,0,0,0.441,0.429,39,2,0,55,Referral,3961.39,High,1,26,3.9593617021276595,0.0,1.0,1.7739579414978415,Moderate,26-35,Established (2-4y),Passive,0,0,0.5384615384615384,0.251811
CUST100363,40,Male,Tier 1,53,Standard,Monthly,60.46,14,21,1,1,0.085,0.381,36,4,3,81,Paid Ads,2103.4,Medium,0,35,1.140754716981132,0.018867924528301886,0.8333333333333334,2.8991619803726985,Distant,36-45,Loyal (4y+),Passive,1,0,0.6,0.052615
CUST100364,44,Other,Tier 2,64,Basic,Monthly,212.19,17,14,5,0,0.487,0.54,62,3,0,22,Social Media,8061.81,High,0,31,3.31546875,0.078125,1.0,3.166112917668128,Recent,36-45,Loyal (4y+),Promoter,1,0,0.45161290322580644,0.22401999999999997
CUST100365,32,Female,Tier 1,38,Standard,Quarterly,31.23,9,21,1,0,0.415,0.612,28,2,1,57,Organic Search,763.68,Low,0,30,0.8218421052631579,0.02631578947368421,1.0,2.037784181876401,Moderate,26-35,Established (2-4y),Passive,0,0,0.7,0.16102
CUST100366,38,Female,Tier 1,64,Basic,Monthly,92.33,14,21,2,0,0.565,0.498,69,3,0,97,Social Media,3507.92,High,0,35,1.44265625,0.03125,1.0,3.1661070796779667,Very Distant,36-45,Loyal (4y+),Promoter,1,0,0.6,0.28363
CUST100367,36,Male,Tier 3,7,Standard,Monthly,140.23,11,18,2,1,0.058,0.46,5,2,0,97,Organic Search,1148.13,Low,1,29,20.032857142857143,0.2857142857142857,0.8333333333333334,0.6822898095985169,Very Distant,36-45,Early (6-12m),Detractor,1,0,0.6206896551724138,0.03132
CUST100368,37,Male,Tier 2,22,Standard,Annual,42.77,11,25,3,0,0.674,0.667,59,2,4,73,Paid Ads,747.05,Low,0,36,1.9440909090909093,0.13636363636363635,1.0,1.4555568544930246,Distant,36-45,Developing (1-2y),Promoter,2,0,0.6944444444444444,0.224442
CUST100369,27,Male,Tier 1,41,Standard,Monthly,73.28,12,18,3,2,0.041,0.75,68,2,3,32,Paid Ads,1415.95,Medium,1,30,1.7873170731707317,0.07317073170731707,0.6666666666666667,1.6102051491994178,Moderate,26-35,Established (2-4y),Promoter,2,0,0.6,0.01025
CUST100370,36,Female,Tier 1,10,Standard,Quarterly,66.13,23,12,1,2,0.451,0.588,1,4,0,23,Email,907.3,Low,0,35,6.6129999999999995,0.1,0.6666666666666667,1.1433287968143555,Recent,36-45,Early (6-12m),Detractor,1,0,0.34285714285714286,0.18581200000000003
CUST100371,41,Female,Tier 1,57,Standard,Annual,101.04,13,26,3,2,0.099,0.323,9,3,4,26,Organic Search,2633.36,Medium,1,39,1.7726315789473686,0.05263157894736842,0.6666666666666667,2.1718791237793615,Recent,36-45,Loyal (4y+),Detractor,2,0,0.6666666666666666,0.06702300000000001
CUST100372,52,Male,Tier 1,7,Basic,Monthly,178.97,12,23,1,0,0.289,0.467,31,2,3,96,Social Media,1465.32,Medium,1,35,25.56714285714286,0.14285714285714285,1.0,0.682293121752249,Very Distant,46-55,Early (6-12m),Passive,1,0,0.6571428571428571,0.15403699999999995
CUST100373,47,Female,Tier 1,50,Premium,Monthly,115.76,13,16,3,0,0.102,0.659,44,4,0,65,Email,3857.12,High,0,29,2.3152,0.06,1.0,2.776664363049988,Distant,46-55,Loyal (4y+),Passive,2,0,0.5517241379310345,0.034781999999999993
CUST100374,60,Male,Tier 1,52,Basic,Quarterly,94.16,8,30,5,2,0.235,0.28,15,3,1,74,Social Media,3053.92,High,0,38,1.8107692307692307,0.09615384615384616,0.6666666666666667,2.7027754177286885,Distant,55+,Loyal (4y+),Detractor,4,1,0.7894736842105263,0.1692
CUST100375,28,Female,Tier 2,33,Basic,Annual,20.0,15,13,2,0,0.426,0.395,35,3,4,45,Organic Search,472.6,Low,0,28,0.6060606060606061,0.06060606060606061,1.0,1.9691666666666667,Moderate,26-35,Established (2-4y),Passive,0,0,0.4642857142857143,0.25772999999999996
CUST100376,46,Male,Tier 2,1,Standard,Annual,136.0,8,20,1,1,0.409,0.651,-26,4,0,10,Referral,1266.16,Medium,0,28,136.0,1.0,0.8333333333333334,0.7758333333333334,Very Recent,46-55,New (<6m),Detractor,1,0,0.7142857142857143,0.14274099999999998
CUST100377,38,Female,Tier 2,53,Basic,Quarterly,150.55,12,20,0,2,0.265,0.737,53,4,1,56,Social Media,5237.63,High,0,32,2.8405660377358495,0.0,0.6666666666666667,2.8991641757998448,Moderate,36-45,Loyal (4y+),Promoter,1,0,0.625,0.06969500000000001
CUST100380,27,Male,Tier 3,4,Standard,Monthly,123.69,11,14,4,4,0.107,0.417,48,3,0,26,Referral,945.61,Low,1,25,30.9225,1.0,0.33333333333333337,0.6370832996469669,Recent,26-35,New (<6m),Promoter,2,0,0.56,0.06238099999999999
CUST100381,29,Female,Tier 3,17,Standard,Monthly,158.41,13,15,1,2,0.108,0.916,22,5,0,52,Social Media,2148.44,Medium,1,28,9.318235294117647,0.058823529411764705,0.6666666666666667,1.1302106348504934,Moderate,26-35,Developing (1-2y),Passive,1,0,0.5357142857142857,0.009071999999999997
CUST100382,18,Male,Tier 3,4,Premium,Monthly,82.39,13,16,4,1,0.307,0.561,4,2,1,66,Referral,593.62,Low,1,29,20.5975,1.0,0.8333333333333334,0.6004167172391471,Distant,18-25,New (<6m),Detractor,2,0,0.5517241379310345,0.13477299999999998
CUST100383,30,Male,Tier 3,43,Standard,Monthly,75.61,19,11,2,0,0.083,0.832,9,3,2,180,Paid Ads,2136.99,Medium,0,30,1.7583720930232558,0.046511627906976744,1.0,2.3552770797513554,Very Distant,26-35,Established (2-4y),Detractor,1,0,0.36666666666666664,0.013944000000000003
CUST100386,40,Male,Tier 1,71,Standard,Monthly,161.97,14,23,0,0,0.257,0.782,10,5,2,85,Organic Search,7447.92,High,0,37,2.281267605633803,0.0,1.0,3.83194418719516,Distant,36-45,Loyal (4y+),Detractor,1,0,0.6216216216216216,0.05602599999999999
CUST100388,46,Female,Tier 2,61,Standard,Annual,160.89,3,20,2,3,0.508,0.576,-13,4,0,35,Organic Search,4671.04,High,1,23,2.637540983606557,0.03278688524590164,0.5,2.419375556798641,Moderate,46-55,Loyal (4y+),Detractor,2,0,0.8695652173913043,0.21539200000000003
CUST100389,30,Male,Tier 2,35,Standard,Quarterly,20.0,11,18,5,0,0.35,0.679,4,1,0,29,Organic Search,434.6,Low,0,29,0.5714285714285714,0.14285714285714285,1.0,1.8108333333333335,Recent,26-35,Established (2-4y),Detractor,1,0,0.6206896551724138,0.11234999999999998
CUST100390,26,Male,Tier 2,8,Basic,Monthly,150.62,11,19,4,0,0.301,0.442,38,2,0,48,Paid Ads,1282.53,Medium,1,30,18.8275,0.5,1.0,0.7095837206214314,Moderate,26-35,Early (6-12m),Passive,1,0,0.6333333333333333,0.167958
CUST100393,56,Female,Tier 3,50,Standard,Annual,67.11,19,15,1,5,0.665,0.346,36,3,1,72,Paid Ads,1585.81,Medium,1,34,1.3422,0.02,0.16666666666666663,1.9691675358863558,Distant,55+,Loyal (4y+),Passive,2,0,0.4411764705882353,0.43491
CUST100394,49,Male,Tier 2,43,Premium,Quarterly,76.63,9,19,2,0,0.208,0.713,33,3,0,51,Paid Ads,2165.82,Medium,0,28,1.7820930232558139,0.046511627906976744,1.0,2.3552786115098527,Moderate,46-55,Established (2-4y),Passive,0,0,0.6785714285714286,0.059696000000000006
CUST100395,31,Male,Tier 2,27,Basic,Monthly,140.31,11,20,1,0,0.19,0.393,50,4,1,48,Social Media,3093.84,High,0,31,5.196666666666666,0.037037037037037035,1.0,1.8375026726534103,Moderate,26-35,Established (2-4y),Promoter,0,0,0.6451612903225806,0.11533
CUST100396,18,Male,Tier 1,32,Premium,Quarterly,144.65,13,23,5,1,0.146,0.272,37,3,0,28,Organic Search,3351.06,High,0,36,4.5203125,0.15625,0.8333333333333334,1.930556515727618,Recent,18-25,Established (2-4y),Passive,2,0,0.6388888888888888,0.106288
CUST100398,35,Female,Tier 3,28,Basic,Annual,131.71,7,20,1,0,0.474,0.129,10,3,0,42,Paid Ads,2105.38,Medium,1,27,4.7039285714285715,0.03571428571428571,1.0,1.332080581074583,Moderate,26-35,Established (2-4y),Detractor,1,0,0.7407407407407407,0.412854
CUST100399,50,Female,Tier 2,29,Basic,Monthly,137.29,7,27,1,0,0.15,0.879,79,4,0,127,Referral,3161.79,High,0,34,4.734137931034483,0.034482758620689655,1.0,1.9191674557506009,Very Distant,46-55,Established (2-4y),Promoter,1,0,0.7941176470588235,0.01815
CUST100404,31,Male,Tier 2,4,Standard,Monthly,59.85,11,12,3,0,0.261,0.514,20,3,1,39,Social Media,457.55,Low,1,23,14.9625,0.75,1.0,0.6370788081314397,Moderate,26-35,New (<6m),Detractor,1,0,0.5217391304347826,0.12684600000000001
CUST100405,43,Male,Tier 2,37,Standard,Annual,77.2,14,9,2,1,0.13,0.692,44,7,1,71,Organic Search,2420.22,Medium,0,23,2.0864864864864865,0.05405405405405406,0.8333333333333334,2.6124999999999994,Distant,36-45,Established (2-4y),Passive,1,0,0.391304347826087,0.040040000000000006
CUST100407,34,Male,Tier 2,39,Standard,Monthly,67.47,10,15,2,1,0.206,0.676,37,3,1,144,Email,1781.88,Medium,0,25,1.73,0.05128205128205128,0.8333333333333334,2.20082999851786,Very Distant,26-35,Established (2-4y),Passive,1,0,0.6,0.06674399999999998
CUST100408,37,Male,Tier 3,48,Basic,Monthly,33.85,15,22,1,0,0.412,0.352,20,8,0,50,Social Media,1333.01,Medium,0,37,0.7052083333333333,0.020833333333333332,1.0,3.281659281142294,Moderate,36-45,Established (2-4y),Detractor,0,0,0.5945945945945946,0.266976
CUST100409,42,Female,Tier 1,46,Basic,Monthly,164.19,9,20,0,0,0.16,0.673,68,6,1,32,Paid Ads,5709.43,High,0,29,3.5693478260869567,0.0,1.0,2.897775950626307,Moderate,36-45,Established (2-4y),Promoter,0,0,0.6896551724137931,0.05231999999999999
CUST100410,44,Male,Tier 3,48,Standard,Quarterly,20.0,13,13,1,0,0.368,0.848,27,3,0,19,Organic Search,611.6,Low,0,26,0.4166666666666667,0.020833333333333332,1.0,2.5483333333333333,Recent,36-45,Established (2-4y),Passive,0,0,0.5,0.05593600000000001
CUST100411,24,Male,Tier 1,39,Basic,Monthly,96.89,12,18,2,4,0.361,0.796,49,5,0,111,Social Media,2853.41,Medium,0,30,2.4843589743589742,0.05128205128205128,0.33333333333333337,2.4541662366257264,Very Distant,18-25,Established (2-4y),Promoter,2,0,0.6,0.07364399999999999
CUST100412,19,Female,Tier 2,4,Basic,Monthly,149.15,13,17,0,0,0.768,0.42,49,4,0,41,Organic Search,1607.84,Medium,0,30,37.2875,0.0,1.0,0.8983350094982678,Moderate,18-25,New (<6m),Promoter,0,0,0.5666666666666667,0.44544000000000006
